id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q2 Cleaned,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q4 Cleaned,Q5: What movie do you think of when thinking of this food item?,Q5 Cleaned,Q6: What drink would you pair with this food item?,Q6 Cleaned,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
519986,3,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,4,"Crazy, Stupid, Love",crazy stupid love,Coke,coke,"Friends,Strangers",A little (mild),Pizza
626771,2,"I would expect this food to contain multiple ingredients, but only a minimum of three elements. That means that it would take multiple ingredients to make a single element, i.e flour, salt, olive oil, yeast and other ingredients to make dough, where the dough is one element that is comprised of several ingredients. In terms of numbers, I would expect about 7-15 ingredients to make this food item.",7-15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",I would expect to pay between $2-5 CAD for one serving of this food item.,2-5,I think of the movie Little Italy. The entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item.,i think of the movie little italy the entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item,"I would pair this food item with a soda of choice. For me, that would be Diet Coke. I am also a fan of pairing this food item with apple juice.",diet coke apple juice,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
407257,3,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,3,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,"Soda

Pop

Coke",soda pop coke,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
626883,2,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Around $3-4 per slice. For a full pizza, around $1-2 dollar per inch.",3-2,The Hunger Games,the hunger games,Water,water,Friends,None,Pizza
727339,3,"At least 5:

* Flour, yeast, salt, tomato sauce, cheese",5,"Week day lunch,Weekend lunch,Weekend dinner,At a party",15$ for 1 whole pizza (8 slices),15,Cloudy with a Chance of Meatballs,cloudy with a chance of meatballs,Sprite,sprite,"Friends,Strangers",None,Pizza
631448,4,At least 4-5 ingredients,4-5,"Week day dinner,Weekend lunch,Weekend dinner,At a party","For a whole pizza around 11 dollars, and for one slice I expect around 1.5 dollars",11-1.5,Ratatouille,ratatouille,"Coke/Diet Pepsi, although I would literally have to eat healthy for the next straight 2 weeks.",coke diet pepsi,"Parents,Siblings,Friends,Teachers",A lot (hot),Pizza
634885,3,5,5,"Week day lunch,Weekend lunch,At a party",$4,4,Luca,luca,Water,water,Friends,None,Pizza
619932,2,Around 6-8 depending on the number of toppings.,6-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5,5,Any movie set in New York,any movie set in new york,Soda,soda,"Teachers,Strangers",A little (mild),Pizza
601986,3,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",one slice for 3.45$,3.45,Home Alone,home alone,Milkshake,milkshake,Friends,A little (mild),Pizza
631141,4,"4 for the dough, 3 for the toppings, total 7",7,"Week day lunch,Weekend dinner,At a party,Late night snack",$4,4.00,Home Alone,home alone,Pepsi,pepsi,"Friends,Strangers",None,Pizza
631069,4,10-15,10-15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6,6,Home Alone,home alone,Soft drink (coke/pepsi),coke pepsi,Friends,A moderate amount (medium),Pizza
634508,4,7,7,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$3,3,Grown ups,grown ups,Coke,coke,"Siblings,Friends",A little (mild),Pizza
206744,2,"10 ingredients

flour, yeast, water, oil, herbs and spices, pizza sauce, cheese, any 3 toppings",10,"Weekend dinner,At a party",$5,5,Spider-Man 2,spiderman,Coke,coke,"Parents,Siblings,Friends",None,Pizza
498213,3,at least 5 ingredients for a normal standard pizza,5,"At a party,Late night snack",similar to what Costco pizza price is and as big of that portion. around 2.7 cad for 1.5 piece (pretty big),2.7-1.5,"im thinking of cartoons and mostly western based cartoon. Though, I can't think of anything specific. But mostly western cartoon movies.",im thinking of cartoons and mostly western based cartoon though i cant think of anything specific but mostly western cartoon movies,"soda for sure, personally Diet Coke.",diet coke,Friends,A little (mild),Pizza
627496,3,8 ingredients,8,"Weekend lunch,Weekend dinner,At a party",4.25 dollars,4.25,Home Alone,home alone,Coke,coke,"Parents,Siblings,Friends",A little (mild),Pizza
629659,1,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12$,12,Toy Story,toy story,Kraken Spiced Rum,kraken spiced rum,"Friends,Strangers",A lot (hot),Pizza
630190,2,I would expect this food to contain 4-6 ingredients.,4-6,"Week day lunch,Weekend lunch,At a party,Late night snack",I would expect to pay 5$ for one serving.,5,"I think of Italian mobster movies, like the Godfather.",i think of italian mobster movies like the godfather,"Iced tea, or soda.",iced tea or soda,"Parents,Friends",None,Pizza
401586,3,10,10,"Week day lunch,At a party,Late night snack",3.5,3.5,Home Alone,home alone,diet coke,diet coke,Friends,A moderate amount (medium),Pizza
629263,3,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3,3,Teenage mutant ninja turtles,teenage mutant ninja turtles,Diet Pepsi,diet pepsi,"Parents,Siblings,Friends",A little (mild),Pizza
631678,2,5,5,"Week day lunch,Weekend dinner,At a party,Late night snack",$5,5,Transformers,transformers,Coke,coke,Friends,None,Pizza
411681,2,3-4,3-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6,6,Spiderman (with Tobey Maguire),spiderman with tobey maguire,Pop,pop,Friends,None,Pizza
518733,2,5-6,5-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars,5,spiderman 2,spiderman,coke,coke,"Parents,Siblings,Friends",A lot (hot),Pizza
630378,3,7-10,7-10,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",$5,5,Home Alone 2: Lost in New York,home alone lost in new york,Pepsi,pepsi,Friends,A moderate amount (medium),Pizza
631142,3,5 Ingredients,5,"Week day dinner,Weekend lunch,At a party,Late night snack",$5 per serving,5,Spider-Man,spiderman,Ginger Ale,ginger ale,"Friends,Teachers",A little (mild),Pizza
519976,3,"Flour
Egg
Milk
Tomato Sauce
Yeest",5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars.,5,Goodfellas. (There is a restaurant that sells pizza and is goodfellas themed),goodfellas there is a restaurant that sells pizza and is goodfellas themed,Water,water,"Parents,Siblings,Friends,Teachers",None,Pizza
604991,3,9,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,5,Toy Story,toy story,Ginger Ale,ginger ale,"Parents,Teachers,Strangers",A little (mild),Pizza
522483,4,"Pepperoni, cheese, dough",3,"Weekend dinner,At a party",$10,10,No movie,no movie,Water or juice or Ramune soda,water or juice or ramune soda,Friends,None,Pizza
629723,2,4,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$8,8.00,Wayne's World,waynes world,Diet Coke,diet coke,Friends,None,Pizza
387522,5,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,15,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,Coca Cola,coca cola,"Friends,Strangers",A little (mild),Pizza
613484,5,8,8,"Week day lunch,Weekend lunch",$3.00,3,Avengers: end game,avengers end game,Coke,coke,Friends,A lot (hot),Pizza
388729,5,"Typical food items usually include around 8-14 ingredients. For example, even the simplest French dish like a creamy vegetable stew requires six main ingredients: potatoes, broccoli, carrots, butter, salt, and parsley. Similarly, a typical Chinese stir-fry often involves a variety of components, including a primary ingredient (like chicken or tofu), supporting vegetables (such as bell peppers or onions), seasonings (like soy sauce, oyster sauce, sugar, and salt), and additional aromatics (such as garlic, ginger, or scallions). Whether it's Western or Asian cuisine, the number of ingredients often depends on the complexity of the dish and the layering of flavors.",8-14,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","it depends on. For instance, if the dish is quiet complex, I may would like to pay more for it. But In average, I would expect to pay around 20 dollar.",20,"It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",it sounds like youre referring to the movie ratatouille its a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans the story is set in paris and it beautifully blends themes of passion creativity and perseverance in the culinary world let me know if this is the one youre thinking of,I would like to take fruit team when I have a meal !,fruit team,Friends,None,Pizza
494373,1,5-6 ingredients,5-6,"Weekend dinner,At a party",15-20,15-20,spaghetti with a chance of meatballs,spaghetti with a chance of meatballs,coke zero,coke zero,"Friends,Strangers",None,Pizza
630977,4,6 ingredients,6,At a party,"5 per slice

but 20 for a whole pizza",5-20,No movie,no movie,DIp or Pop,pop,Friends,None,Pizza
621982,3,5,5,Week day lunch,10 dollars,10,man in black,man in black,coke,coke,Friends,A moderate amount (medium),Pizza
605537,3,6,6,"Week day lunch,Weekend lunch,At a party",8,8,Ratatouille,ratatouille,diet coke,diet coke,Friends,None,Pizza
607073,3,3-4,3-4,"Week day dinner,Weekend dinner",3-4 dollars,3-4,sci-fic type,N/A,pop drinks,pop,Friends,A little (mild),Pizza
624443,2,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3,3,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,Soda,soda,Parents,None,Pizza
718089,3,5 to 7,5-7,"Weekend dinner,At a party,Late night snack",$5,5,Toy Story ,toy story,Coke,coca cola,"Friends,Teachers",A little (mild),Pizza
622727,3,"At least 3 or more depending on the toppings. The bare minimum would be: dough or flatbread, tomato paste, cheese.",3-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Between $2 to $4 for one slice.,2-4,Home Alone,home alone,Coca-Cola or water,coca cola,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
609617,4,"4 Base Ingredients: Flour, Water, Tomatoes, Cheese",4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 3$ is a fair price,3,Breaking Bad,breaking bad,Coca Cola,coca cola,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
526064,3,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.50,2.50,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,Soda,soda,"Friends,Teachers",A little (mild),Pizza
609179,3,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,5,Teenage mutant ninja turtles,teenage mutant ninja turtles,coke,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
627638,2,"It really varies depending on the type of pizza and toppings that are chosen, e.g. a simple cheese pizza is usually made up of 3 ingredients (dough, sauce, cheese), whereas a deluxe pizza could have something like 10 ingredients.

Note: this is assuming we are not making anything from scratch, i.e. the pizza dough counts as one ingredient, the sauce counts as one ingredient, and so on.",3-10,"Week day lunch,Weekend lunch,At a party",About $4.,4,Teenage Mutant Ninja Turtles.,teenage mutant ninja turtles,A soda or iced tea - I personally like to choose iced tea over soda.,soda,"Parents,Siblings",None,Pizza
411117,2,4,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$6,6,Do The Right Thing,do the right thing,Coca-Cola,coca cola,"Parents,Siblings",None,Pizza
634430,3,4,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$3.00,3.00,Deadpool,deadpool,Pepsi,pepsi,Strangers,None,Pizza
631711,3,"Three: Bread, tomato sauce, and cheese.",3,"Week day lunch,Weekend lunch,At a party,Late night snack",$10,10,Ratatouille,ratatouille,Coke,coca cola,"Parents,Siblings,Friends,Teachers,Strangers",A lot (hot),Pizza
606010,3,i expect it to contain about 3-4 ingredients. I mean 3 of them need to be present for it to be what it is but I like it topped up.,3-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",ideally like a 1$ but I expect to pay around 3-7$. USD,3-7,I actually think of the series breaking bad and that famous scene where walter flips out.,breaking bad,"Cola, but ill probably drink water.",coca cola,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
631436,2,"A simple pizza should have 5-7 ingredients. For clarity on the topic, I will just reply with 6.",5-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","One slice should be $3, unfortunately the school does not see it this way and overcharges us for $4-$5 per slice. For clarity on the question, the answer should be $3. ",3,"I think of the movie ""Cloudy with a Chance of Meatballs"" because I associate pizza with popular Italian cuisine, and meatballs is Italian cuisine. ",cloudy with a chance of meatballs,I would pair Pepsi with Pizza.,pepsi,"Parents,Siblings,Friends",None,Pizza
633712,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,15,Spider-Man 2,spiderman,Water,water,"Parents,Siblings,Friends",None,Pizza
609556,3,7,7,"Week day lunch,Weekend dinner,At a party,Late night snack",5 dollar,5,Ratatouille,ratatouille,Coke,coca cola,"Friends,Teachers",A lot (hot),Pizza
520090,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5,5,Space Jam,space jam,Coca-Cola,coca cola,"Friends,Strangers",A little (mild),Pizza
602234,2,"6 total. Ingredients include dough, cheese, tomato sauce, and about 3 toppings depending on the consumer.",6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","For one serving, I expect pizza to cost about $10. That's the economy for you.",10,"When eating pizza, I think of the movie ""Shrek 2"".",shrek,I would pair chocolate milk with pizza. Mmmm... chocolate milk...,chocolate milk,"Siblings,Friends",A little (mild),Pizza
741592,3,12,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.99,2.99,Home Alone,home alone,Soda,soda,"Siblings,Friends",None,Pizza
628547,3,9,9,"Week day dinner,Weekend dinner,At a party,Late night snack",$5,5,Ratatouille,ratatouille,Coca cola,coca cola,"Friends,Teachers",A little (mild),Pizza
501513,4,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,15,Friends,friends,Nestea,nestea,Friends,A moderate amount (medium),Pizza
630929,3,6,6,"Weekend dinner,At a party",$2,2,spiderman,spiderman,soda,soda,"Siblings,Friends",None,Pizza
617379,3,10,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5,5,The spongebob movie (2004),the spongebob movie,Dr. Pepper,dr pepper,Teachers,A moderate amount (medium),Pizza
617310,2,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.99,4,Italian Jon,italian jon,Coca-Cola ,coca cola,"Siblings,Friends",None,Pizza
495424,3,5,5,"Week day lunch,At a party",$5,5,Ratatouille,ratatouille,Canada Dry,canada dry,Friends,None,Pizza
622787,3,5,5,"Week day lunch,Weekend lunch,At a party",4,4,spiderman 2,spiderman,gingerale,ginger ale,"Friends,Teachers",None,Pizza
631716,4,10,10,"Week day lunch,Week day dinner,At a party,Late night snack","Slice - $5

Pizza - $20",5-20,Spider Man 2,spiderman,Coca Cola,coca cola,"Friends,Teachers,Strangers",A little (mild),Pizza
741658,3,"Flour, Oil, Vegetables, Meats.",4,"Week day lunch,Week day dinner",less than 5 dollars per piece.,5,Ratatouille,ratatouille,Sprite,sprite,Friends,None,Pizza
620745,4,20-15,15-20,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10-$15,10-15,Diary of a Wimpy Kid,diary of a wimpy kid,Pop,pop,"Parents,Siblings,Friends,Teachers",None,Pizza
