"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2 Cleaned","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4 Cleaned","Q5 Cleaned","Q6 Cleaned","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"626883","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.5","the hunger games","water","Friends","N/A","Pizza"
"727339","3","5.0","Week day lunch,Weekend lunch,Weekend dinner,At a party","15.0","cloudy with a chance of meatballs","sprite","Friends,Strangers","N/A","Pizza"
"631448","4","4.5","Week day dinner,Weekend lunch,Weekend dinner,At a party","6.2","ratatouille","coke diet pepsi","Parents,Siblings,Friends,Teachers","A lot (hot)","Pizza"
"634885","3","5.0","Week day lunch,Weekend lunch,At a party","4.0","luca","water","Friends","N/A","Pizza"
"619932","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","any movie set in new york","soda","Teachers,Strangers","A little (mild)","Pizza"
"601986","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.5","home alone","milkshake","Friends","A little (mild)","Pizza"
"631141","4","7.0","Week day lunch,Weekend dinner,At a party,Late night snack","4.0","home alone","pepsi","Friends,Strangers","N/A","Pizza"
"631069","4","12.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","home alone","coke pepsi","Friends","A moderate amount (medium)","Pizza"
"634508","4","7.0","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack","3.0","grown ups","coke","Siblings,Friends","A little (mild)","Pizza"
"206744","2","10.0","Weekend dinner,At a party","5.0","spiderman","coke","Parents,Siblings,Friends","N/A","Pizza"
"498213","3","5.0","At a party,Late night snack","2.1","im thinking of cartoons and mostly western based cartoon though i cant think of anything specific but mostly western cartoon movies","diet coke","Friends","A little (mild)","Pizza"
"627496","3","8.0","Weekend lunch,Weekend dinner,At a party","4.2","home alone","coke","Parents,Siblings,Friends","A little (mild)","Pizza"
"629659","1","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.0","toy story","kraken spiced rum","Friends,Strangers","A lot (hot)","Pizza"
"630190","2","5.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","i think of italian mobster movies like the godfather","iced tea or soda","Parents,Friends","N/A","Pizza"
"401586","3","10.0","Week day lunch,At a party,Late night snack","3.5","home alone","diet coke","Friends","A moderate amount (medium)","Pizza"
"629263","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","teenage mutant ninja turtles","diet pepsi","Parents,Siblings,Friends","A little (mild)","Pizza"
"631678","2","5.0","Week day lunch,Weekend dinner,At a party,Late night snack","5.0","transformers","coke","Friends","N/A","Pizza"
"411681","2","3.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","spiderman with tobey maguire","pop","Friends","N/A","Pizza"
"518733","2","5.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","spiderman","coke","Parents,Siblings,Friends","A lot (hot)","Pizza"
"630378","3","8.5","Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","home alone lost in new york","pepsi","Friends","A moderate amount (medium)","Pizza"
"631142","3","5.0","Week day dinner,Weekend lunch,At a party,Late night snack","5.0","spiderman","ginger ale","Friends,Teachers","A little (mild)","Pizza"
"519976","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","goodfellas there is a restaurant that sells pizza and is goodfellas themed","water","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"604991","3","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","toy story","ginger ale","Parents,Teachers,Strangers","A little (mild)","Pizza"
"522483","4","3.0","Weekend dinner,At a party","10.0","no movie","water or juice or ramune soda","Friends","N/A","Pizza"
"629723","2","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","8.0","waynes world","diet coke","Friends","N/A","Pizza"
"387522","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","teenage mutant ninja turtles","coca cola","Friends,Strangers","A little (mild)","Pizza"
"613484","5","8.0","Week day lunch,Weekend lunch","3.0","avengers end game","coke","Friends","A lot (hot)","Pizza"
"388729","5","11.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","it sounds like youre referring to the movie ratatouille its a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans the story is set in paris and it beautifully blends themes of passion creativity and perseverance in the culinary world let me know if this is the one youre thinking of","fruit team","Friends","N/A","Pizza"
"494373","1","5.5","Weekend dinner,At a party","17.5","spaghetti with a chance of meatballs","coke zero","Friends,Strangers","N/A","Pizza"
"630977","4","6.0","At a party","12.5","no movie","pop","Friends","N/A","Pizza"
"621982","3","5.0","Week day lunch","10.0","man in black","coke","Friends","A moderate amount (medium)","Pizza"
"605537","3","6.0","Week day lunch,Weekend lunch,At a party","8.0","ratatouille","diet coke","Friends","N/A","Pizza"
"607073","3","3.5","Week day dinner,Weekend dinner","3.5","N/A","pop","Friends","A little (mild)","Pizza"
"624443","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","teenage mutant ninja turtles","soda","Parents","N/A","Pizza"
"718089","3","6.0","Weekend dinner,At a party,Late night snack","5.0","toy story","coca cola","Friends,Teachers","A little (mild)","Pizza"
"622727","3","3.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","home alone","coca cola","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Pizza"
"609617","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","breaking bad","coca cola","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"526064","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","2.5","teenage mutant ninja turtles","soda","Friends,Teachers","A little (mild)","Pizza"
"609179","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","teenage mutant ninja turtles","coca cola","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"627638","2","6.5","Week day lunch,Weekend lunch,At a party","4.0","teenage mutant ninja turtles","soda","Parents,Siblings","N/A","Pizza"
"411117","2","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","6.0","do the right thing","coca cola","Parents,Siblings","N/A","Pizza"
"634430","3","4.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","deadpool","pepsi","Strangers","N/A","Pizza"
"631711","3","3.0","Week day lunch,Weekend lunch,At a party,Late night snack","10.0","ratatouille","coca cola","Parents,Siblings,Friends,Teachers,Strangers","A lot (hot)","Pizza"
"606010","3","3.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","breaking bad","coca cola","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Pizza"
"631436","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","cloudy with a chance of meatballs","pepsi","Parents,Siblings,Friends","N/A","Pizza"
"633712","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","spiderman","water","Parents,Siblings,Friends","N/A","Pizza"
"609556","3","7.0","Week day lunch,Weekend dinner,At a party,Late night snack","5.0","ratatouille","coca cola","Friends,Teachers","A lot (hot)","Pizza"
"520090","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","space jam","coca cola","Friends,Strangers","A little (mild)","Pizza"
"602234","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","shrek","chocolate milk","Siblings,Friends","A little (mild)","Pizza"
"741592","3","12.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","home alone","soda","Siblings,Friends","N/A","Pizza"
"628547","3","9.0","Week day dinner,Weekend dinner,At a party,Late night snack","5.0","ratatouille","coca cola","Friends,Teachers","A little (mild)","Pizza"
"501513","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","friends","nestea","Friends","A moderate amount (medium)","Pizza"
"630929","3","6.0","Weekend dinner,At a party","2.0","spiderman","soda","Siblings,Friends","N/A","Pizza"
"617379","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","the spongebob movie","dr pepper","Teachers","A moderate amount (medium)","Pizza"
"617310","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","italian jon","coca cola","Siblings,Friends","N/A","Pizza"
"495424","3","5.0","Week day lunch,At a party","5.0","ratatouille","canada dry","Friends","N/A","Pizza"
"622787","3","5.0","Week day lunch,Weekend lunch,At a party","4.0","spiderman","ginger ale","Friends,Teachers","N/A","Pizza"
"631716","4","10.0","Week day lunch,Week day dinner,At a party,Late night snack","12.5","spiderman","coca cola","Friends,Teachers,Strangers","A little (mild)","Pizza"
"741658","3","4.0","Week day lunch,Week day dinner","5.0","ratatouille","sprite","Friends","N/A","Pizza"
"620745","4","17.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.5","diary of a wimpy kid","pop","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"611932","3","10.0","Week day lunch,At a party,Late night snack","8.0","home alone","soda","Friends,Strangers","N/A","Pizza"
"635602","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","19.0","chef","soda","Parents,Siblings,Friends","I will have some of this food item with my hot sauce","Pizza"
"619892","3","10.0","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack","16.0","teenage mutant ninja turtles","pepsi","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"529289","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","step brothers","coca cola","Parents,Siblings,Friends","A little (mild)","Pizza"
"630738","3","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","rush hour","pop","Parents,Siblings,Friends","N/A","Pizza"
"524766","5","10.0","Week day lunch,Weekend lunch,At a party,Late night snack","15.0","N/A","pop","Parents,Siblings,Friends","N/A","Pizza"
"522148","2","6.5","Week day lunch,Week day dinner,At a party","4.0","home alone","coca cola","Friends","N/A","Pizza"
"601547","2","3.0","At a party,Late night snack","15.0","horror movie","coca cola","Parents,Friends,Strangers","N/A","Pizza"
"631046","3","12.5","Weekend dinner,At a party,Late night snack","10.0","the godfather","pepsi","Parents,Siblings,Friends","N/A","Pizza"
"66222","3","8.0","At a party,Late night snack","13.0","garfield","coca cola","Friends","A moderate amount (medium)","Pizza"
"603182","2","10.0","Week day lunch,Weekend dinner,At a party","20.0","ninja turtles","soda","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"632117","3","3.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","1.0","ratatouille","soda","Parents,Siblings,Friends,Strangers","N/A","Pizza"
"630209","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","spongebob","coca cola","Friends","A little (mild)","Pizza"
"413395","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","25.0","marvel movies","coca cola","Friends","A moderate amount (medium)","Pizza"
"386750","2","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","N/A","water","Parents","A little (mild)","Pizza"
"617178","3","12.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","the princess diaries","soda","Parents","N/A","Pizza"
"630128","1","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.0","little italy","soft drinks","Friends,Teachers","N/A","Pizza"
"628736","3","11.5","Week day lunch,Week day dinner,Weekend lunch,At a party","N/A","toy story","water","Parents,Siblings,Friends,Teachers","I will have some of this food item with my hot sauce","Pizza"
"747734","4","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","16.0","deadpool wolverine","smoothie","Parents,Siblings","A lot (hot)","Shawarma"
"517064","3","9.0","Week day lunch,Week day dinner,Weekend lunch","14.5","N/A","water","Friends","N/A","Shawarma"
"387330","5","5.0","Week day lunch,Weekend lunch","10.0","the dictator","sprite","Strangers","N/A","Shawarma"
"746750","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","N/A","juice","Parents,Siblings","A moderate amount (medium)","Shawarma"
"629285","4","8.0","Week day dinner","8.0","mib","nestea","Strangers","A moderate amount (medium)","Shawarma"
"743488","4","5.0","Week day lunch,Weekend lunch","9.0","avengers","soda","Friends","N/A","Shawarma"
"523710","3","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","aladdin","coca cola","Parents,Siblings","A little (mild)","Shawarma"
"635179","4","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","gladiator","iced tea","Siblings","A lot (hot)","Shawarma"
"313562","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","fast and furious","crush","Siblings,Friends","A moderate amount (medium)","Shawarma"
"712670","4","7.5","Week day dinner,Weekend lunch","8.5","aladdin","coca cola","Parents,Siblings","A moderate amount (medium)","Shawarma"
"635627","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","avengers","coca cola","Siblings,Friends","A moderate amount (medium)","Shawarma"
"524485","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","22.0","avengers","coca cola","Friends","A moderate amount (medium)","Shawarma"
"632320","4","3.0","Week day dinner,Late night snack","7.0","N/A","ice lemon tea","Siblings,Friends,Strangers","A moderate amount (medium)","Shawarma"
"633520","4","10.0","Week day lunch,Weekend lunch,At a party,Late night snack","17.5","aladdin","laban ayran","Parents,Friends","A moderate amount (medium)","Shawarma"
"606905","4","9.0","Week day lunch,Week day dinner,Late night snack","12.0","borat","pineapple fanta","Friends,Strangers","A lot (hot)","Shawarma"
"393424","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","avengers","coca cola","Siblings,Friends","A moderate amount (medium)","Shawarma"
