"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2: How many ingredients would you expect this food item to contain?","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4: How much would you expect to pay for one serving of this food item?","Q5: What movie do you think of when thinking of this food item?","Q6: What drink would you pair with this food item?","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"498848","2","15.0","Week day lunch,Weekend lunch","10.0","avengers","pop","Parents,Siblings,Friends","A moderate amount (medium)","Shawarma"
"638838","4","10.0","Week day lunch,Weekend lunch","12.5","the barbie movie","pepsi","Siblings","A moderate amount (medium)","Shawarma"
"411253","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","5.0","avengers","sprite","Friends","N/A","Shawarma"
"410165","5","8.0","Week day lunch,Weekend lunch","15.0","avengers","pineapple juice","Friends","A moderate amount (medium)","Shawarma"
"608554","4","4.0","Week day lunch,Week day dinner,Weekend dinner","15.0","avengers","laban","Parents,Siblings","A lot (hot)","Shawarma"
"602394","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","deadpool","pop","Friends","A little (mild)","Shawarma"
"743623","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","ratatouille","pop such as coke or pepsi or jarritos","Friends","A lot (hot)","Shawarma"
"87783","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","the avengers","yogurt drink or cocacola","Parents,Siblings,Friends,Strangers","N/A","Shawarma"
"632431","2","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","avenegers","sprite","Parents,Siblings,Strangers","A lot (hot)","Shawarma"
"744091","3","1.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.5","the avengers","water","Teachers","N/A","Shawarma"
"519570","4","13.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","15.0","breaking bad","soda","Parents,Friends","A little (mild)","Shawarma"
"744484","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","the avengers","water","Siblings,Friends","A lot (hot)","Shawarma"
"508149","4","10.0","Week day dinner,Weekend dinner","11.0","the avengers","water","Parents","I will have some of this food item with my hot sauce","Shawarma"
"524992","4","4.0","Week day lunch,Weekend lunch","12.0","the dictator","pepsi","Friends,Strangers","A moderate amount (medium)","Shawarma"
"413570","4","8.0","Week day lunch,Weekend lunch,At a party,Late night snack","9.0","avengers","sprite","Siblings,Friends","A little (mild)","Shawarma"
"306207","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","pursuit of happyness","water","Parents,Siblings,Friends,Strangers","A moderate amount (medium)","Shawarma"
"634468","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","the avengers","sodapop","Friends,Strangers","A little (mild)","Shawarma"
"522205","4","5.0","Week day lunch","12.0","the avengers","sprite","Friends,Teachers","A moderate amount (medium)","Shawarma"
"5978","3","7.0","Week day lunch,Weekend lunch,Late night snack","10.0","nothing","soda","Friends,Strangers","A moderate amount (medium)","Shawarma"
"742611","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","612.0","probably some middle eat movies","none or maybe water","Siblings,Friends,Strangers","A moderate amount (medium)","Shawarma"
"631198","2","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","the avengers","water","Friends,Strangers","I will have some of this food item with my hot sauce","Shawarma"
"606150","3","N/A","Week day lunch,Weekend lunch","12.0","deadpool wolverine","coca cola","Friends","A little (mild)","Shawarma"
"313577","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","avengers","coke","Friends","A moderate amount (medium)","Shawarma"
"629700","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","13.0","the dictator","water","Friends","N/A","Shawarma"
"630928","4","9.0","Week day lunch,Weekend lunch","11.0","drishyam","coffee","Strangers","N/A","Shawarma"
"607286","2","12.5","Week day lunch,Late night snack","10.0","the avengers","coke","Friends","A lot (hot)","Shawarma"
"607609","3","8.0","Week day lunch,Week day dinner,Weekend lunch","7.0","mission impossible","orange juice","Siblings","A lot (hot)","Shawarma"
"522890","5","18.1","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","the avengers action movies","sprite or any soft drinks as such coke pepsi etc","Parents,Siblings","A lot (hot)","Shawarma"
"630227","4","10.0","Week day lunch,Late night snack","12.0","us","coca cola","Parents,Siblings","A moderate amount (medium)","Shawarma"
"603607","4","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","the avengers","pepsi","Friends","A little (mild)","Shawarma"
"617029","4","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","borat","tea","Parents,Siblings","A moderate amount (medium)","Shawarma"
"617462","3","6.0","Week day lunch,Week day dinner,Late night snack","10.0","avengers","coke","Siblings,Friends","A moderate amount (medium)","Shawarma"
"633001","3","13.0","Week day lunch,Week day dinner,Weekend lunch","8.0","the avengers","iced tea","Friends,Strangers","N/A","Shawarma"
"634690","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","11.0","avengers","pepsi","Friends","A moderate amount (medium)","Shawarma"
"630198","3","7.0","Week day lunch","10.0","avengers","mango juice","Parents,Friends,Strangers","A little (mild)","Shawarma"
"520507","3","8.0","Week day lunch,Weekend lunch","6.0","N/A","water","Strangers","A little (mild)","Shawarma"
"635065","3","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","9.0","aladdin","soda","Friends","A moderate amount (medium)","Shawarma"
"613209","2","4.0","Week day lunch,Week day dinner","9.0","the avengers","pepsicoke","Friends","A lot (hot)","Shawarma"
"605452","4","12.0","Week day dinner,Weekend dinner","20.0","the avengers","ayran","Friends,Strangers","A moderate amount (medium)","Shawarma"
"24137","2","5.0","Week day lunch,Week day dinner","15.0","middle east movie","fruit juice","Friends,Strangers","A little (mild)","Shawarma"
"518809","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","none","coke","Parents,Siblings","A lot (hot)","Shawarma"
"634646","4","5.0","Week day lunch,Weekend lunch","7.0","the avengers","water","Friends,Strangers","A moderate amount (medium)","Shawarma"
"508156","2","7.0","Week day lunch,Week day dinner,Weekend lunch","15.0","avengers","ayran","Parents,Friends,Strangers","A moderate amount (medium)","Shawarma"
"632909","3","6.0","Week day lunch,Weekend lunch,At a party","13.0","avengers","coke","Siblings,Friends","A moderate amount (medium)","Shawarma"
"414734","4","5.0","Week day lunch","15.0","no movie","cola","Friends,Strangers","A moderate amount (medium)","Shawarma"
"630250","3","N/A","At a party,Late night snack","1315.0","deadpool wolverine","sprite","Friends,Strangers","A moderate amount (medium)","Shawarma"
"411810","5","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","7.0","none specifically","mango juice","Parents,Siblings,Friends","A moderate amount (medium)","Shawarma"
"214145","2","5.0","Week day dinner","10.0","shrek2","wine","Friends","A lot (hot)","Shawarma"
"628986","2","4.0","At a party,Late night snack","17.0","ninja turtle","cocacola","Teachers","A lot (hot)","Shawarma"
"211158","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","N/A","soda","Friends","A moderate amount (medium)","Shawarma"
"507382","3","35.0","Week day lunch,Weekend lunch","7.0","the avengers","water","Strangers","A lot (hot)","Shawarma"
"522877","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.5","shrek","water","Parents,Siblings,Friends","A moderate amount (medium)","Shawarma"
"635024","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","9.0","the avengers","water","Parents,Siblings","A moderate amount (medium)","Shawarma"
"602845","2","510.0","Week day lunch","10.0","i think of the movie named avengers","there is no specific that i like to pair with this food item but i like to drink water","Friends,Strangers","A moderate amount (medium)","Shawarma"
"519822","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","nosferatu","cocacola","Friends,Strangers","A lot (hot)","Shawarma"
"600849","3","10.0","Week day lunch,Weekend lunch","7.0","the avengers","water","Siblings,Strangers","A little (mild)","Shawarma"
"605148","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","13.0","the avengers","any soda pepsi coca cola crush canada dry","Friends","A moderate amount (medium)","Shawarma"
"631600","5","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","i think about the first avengers movie after they fought off the aliens in the city the superheroes gather at a local shawarma place that is nearly destroyed because of the alien invasion and eat quietly around the table","water if you have any pop that just cancels out all of the flavor in the shawarma a good shawarma has all the flavor you need and one does not need pop to cancel it out","Parents,Siblings,Friends","N/A","Shawarma"
"716142","4","8.0","Week day dinner,Weekend dinner","5.0","avengers","soda","Parents","A moderate amount (medium)","Shawarma"
"525853","5","36.0","Week day lunch,Weekend lunch,At a party","1520.0","alien","orange juice","Strangers","N/A","Shawarma"
"835124","3","7.0","Week day dinner,Weekend dinner,Late night snack","9.0","the avengers","fanta","Parents","A moderate amount (medium)","Shawarma"
"634764","2","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","the avengers","iced tea","Siblings,Friends","A lot (hot)","Shawarma"
"630117","2","4.0","Week day lunch,Weekend lunch","14.0","N/A","pop drink","Strangers","N/A","Shawarma"
"631531","2","4.5","Week day lunch,Week day dinner,At a party","10.0","avengers age of ultron","pepsi","Parents,Siblings","A little (mild)","Shawarma"
"714062","3","8.0","Week day lunch,Weekend lunch","10.0","N/A","apple juice","Friends","A little (mild)","Shawarma"
"629156","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","the avengers","mint lemonade","Friends","A moderate amount (medium)","Shawarma"
"498563","3","13.0","Week day lunch,Weekend lunch","12.0","avenger","tea","Strangers","N/A","Shawarma"
"625319","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","9.5","the dictator","soda water or coffee","Parents,Siblings,Friends","A little (mild)","Shawarma"
"723931","3","10.0","Week day lunch,Weekend lunch","15.0","indiana jones","coke","Friends","A little (mild)","Shawarma"
"526497","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Late night snack","15.0","the avengers","ginger ale","Parents,Siblings,Friends","A lot (hot)","Shawarma"
"630999","2","6.0","Week day lunch,Week day dinner,Late night snack","15.0","N/A","water","Strangers","A little (mild)","Shawarma"
"97339","3","10.0","Week day lunch","10.0","the avengers","coke zero","Friends","A moderate amount (medium)","Shawarma"
"631909","3","6.0","Week day lunch,Weekend lunch,At a party","12.0","the avengers","gingerale","Siblings,Friends","A moderate amount (medium)","Shawarma"
"625349","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","madagascar","water","Friends,Strangers","A moderate amount (medium)","Shawarma"
"632299","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","the avengers","water","Siblings","A moderate amount (medium)","Shawarma"
"616634","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","the avengers","iced tea","Friends,Strangers","A moderate amount (medium)","Shawarma"
"616836","3","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","12.0","aladdin","diet coke","Friends","A moderate amount (medium)","Shawarma"
"609116","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","the avengers","soda","Parents,Siblings","A moderate amount (medium)","Shawarma"
"626789","3","7.0","Week day lunch,Weekend lunch","11.0","N/A","diet coke","Friends","A moderate amount (medium)","Shawarma"
"504599","3","7.5","Week day lunch","10.0","the avengers","orange juice","Friends","A moderate amount (medium)","Shawarma"
"632684","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","avengers","coca cola","Parents,Siblings,Friends","A moderate amount (medium)","Shawarma"
"522967","4","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","15.0","avengers","coca cola","Siblings,Friends","A lot (hot)","Shawarma"
"632893","4","5.0","Week day lunch","10.0","angry birds","sprite","Strangers","A lot (hot)","Shawarma"
"632156","4","N/A","Week day lunch,Late night snack","12.0","i think of the avengers when i think of shawarma","i would pair coke with shawarma","Siblings","N/A","Shawarma"
"603582","4","15.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","the road to fallujah","coke","Siblings,Friends","A lot (hot)","Shawarma"
"626754","4","4.2","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","12.0","the avengers","water","Parents,Friends","A little (mild)","Shawarma"
"298481","3","12.5","Week day dinner,Weekend dinner","10.0","kingdom of heaven","coke zero","Strangers","A moderate amount (medium)","Shawarma"
"631583","4","7.0","Week day lunch,Weekend lunch,Late night snack","12.0","lawrence of arabia","coke","Friends,Strangers","A moderate amount (medium)","Shawarma"
"718026","3","4.0","Week day lunch,Weekend lunch","8.0","the dictator","pepsi","Friends","N/A","Shawarma"
"616713","2","12.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","i dont","coke","Parents,Friends","A moderate amount (medium)","Shawarma"
"602533","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","14.0","the avengers","nestea","Parents,Friends,Strangers","A lot (hot)","Shawarma"
"522345","3","312.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","N/A","avengers","mango juice","Parents,Siblings,Friends","A little (mild)","Shawarma"
"629758","3","4.0","Week day lunch,Weekend lunch,At a party","10.0","time of happiness","diet coke","Friends,Strangers","A little (mild)","Shawarma"
